entry_datetime,entry_price,exit_datetime,exit_price,pnl%,trade_type
2025-04-30 14:00:00,1742.5808399999996,2025-05-01 11:00:00,1845.7523999999999,5.920618293955312,long
2025-05-02 08:00:00,1818.1463299999998,2025-05-06 15:00:00,1766.9313,-2.81688163130411,long
2025-05-07 18:00:00,1798.0462499999999,2025-05-08 04:00:00,1899.1889099999999,5.625142289860456,long
2025-05-08 07:00:00,1913.2012899999997,2025-05-12 08:00:00,2552.2252200000003,33.400768300757335,long
2025-05-12 19:00:00,2437.48505,2025-05-13 16:00:00,2563.64379,5.175774924240052,long
2025-05-13 20:00:00,2693.6209299999996,2025-05-17 16:00:00,2472.00552,-8.227416394481294,long
2025-05-20 15:00:00,2471.6691999999994,2025-05-21 06:00:00,2591.02638,4.8290110990581,long
2025-05-21 18:00:00,2475.2727999999997,2025-05-25 01:00:00,2484.4031099999997,0.36886075748902836,long
2025-05-26 18:00:00,2536.2336999999993,2025-05-27 08:00:00,2604.9924,2.7110553731700975,long
2025-05-27 16:00:00,2670.8681999999994,2025-05-29 01:00:00,2718.7785,1.7938099678598964,long
2025-05-30 01:00:00,2576.0734999999995,2025-05-30 22:00:00,2566.6308,-0.3665539822524279,long
2025-06-03 10:00:00,2617.1144999999997,2025-06-04 16:00:00,2665.25208,1.8393379426081886,long
2025-06-05 17:00:00,2561.9493899999998,2025-06-05 23:00:00,2427.72984,-5.238961804784123,long
2025-06-08 10:00:00,2499.9774799999996,2025-06-09 18:00:00,2569.11831,2.7656581130482905,long
2025-06-09 23:00:00,2668.5959299999995,2025-06-13 08:00:00,2523.93354,-5.4209177333190235,long
2025-06-15 21:00:00,2505.8333299999995,2025-06-16 06:00:00,2604.8125800000003,3.949953447223113,long
2025-06-18 19:00:00,2478.03556,2025-06-20 08:00:00,2547.0903599999997,2.7866751032418513,long
2025-06-20 18:00:00,2421.8294099999994,2025-06-20 21:00:00,2424.45312,0.10833587160049216,long
2025-06-25 16:00:00,2408.0956899999996,2025-06-26 03:00:00,2490.8067,3.434706118343685,long
2025-06-27 19:00:00,2397.3649699999996,2025-06-28 16:00:00,2433.6639,1.5141178107729014,long
2025-07-01 15:00:00,2422.35994,2025-07-02 01:00:00,2396.04156,-1.0864768511652203,long
2025-07-02 20:00:00,2607.3347299999996,2025-07-06 14:00:00,2555.76168,-1.9779988126035362,long
2025-07-07 15:00:00,2534.18165,2025-07-08 11:00:00,2563.41402,1.1535230712447144,long
2025-07-09 02:00:00,2607.6049999999996,2025-07-13 13:00:00,2983.0839300000002,14.399379123755349,long
2025-07-15 04:00:00,2954.7417899999996,2025-07-15 18:00:00,3093.2037,4.686091707526176,long
2025-07-16 06:00:00,3145.7025599999997,2025-07-20 03:00:00,3612.6837,14.845050703077298,long
2025-07-20 11:00:00,3703.3396399999997,2025-07-27 05:00:00,3787.2189900000003,2.2649650897264313,long
2025-07-27 19:00:00,3850.10626,2025-08-01 02:00:00,3685.72059,-4.2696398202786225,long
2025-08-07 13:00:00,3853.529679999999,2025-08-11 02:00:00,4299.50619,11.573195149232658,long
2025-08-12 20:00:00,4521.48697,2025-08-17 04:00:00,4448.32722,-1.6180462419866204,long
2025-08-18 02:00:00,4400.756359999999,2025-08-18 08:00:00,4253.212530000001,-3.3526925357894326,long
2025-08-19 17:00:00,4146.592449999999,2025-08-20 02:00:00,4105.830059999999,-0.9830334302566989,long
2025-08-21 13:00:00,4253.81957,2025-08-22 08:00:00,4323.80187,1.6451638074531796,long
2025-08-22 20:00:00,4837.833,2025-08-23 23:00:00,4777.08813,-1.2556214734985434,long
2025-08-25 07:00:00,4635.52089,2025-08-27 16:00:00,4652.92242,0.3753953528187023,long
2025-08-27 23:00:00,4528.383859999999,2025-08-29 10:00:00,4333.27239,-4.308633632485361,long
2025-09-01 00:00:00,4396.2218299999995,2025-09-03 11:00:00,4367.33829,-0.6570082474659782,long
2025-09-04 16:00:00,4309.625319999999,2025-09-05 08:00:00,4412.87271,2.3957393586132074,long
2025-09-06 16:00:00,4274.500229999999,2025-09-08 15:00:00,4346.36928,1.6813439263752499,long
2025-09-12 07:00:00,4543.539,2025-09-15 06:00:00,4658.17716,2.5231028059844993,long
2025-09-15 09:00:00,4515.130619999999,2025-09-16 15:00:00,4442.26329,-1.6138476631712368,long
2025-09-17 18:00:00,4438.20377,2025-09-18 00:00:00,4585.94946,3.328952379309062,long
2025-09-19 06:00:00,4545.320779999999,2025-09-19 21:00:00,4454.660879999999,-1.9945764971949953,long
2025-09-21 11:00:00,4463.26881,2025-09-22 03:00:00,4283.84187,-4.020079176006416,long
2025-09-28 13:00:00,3982.0780999999993,2025-09-28 23:00:00,4128.1677,3.668677417451981,long
2025-09-29 16:00:00,4168.97481,2025-10-01 09:00:00,4286.94876,2.8298072158416527,long
2025-10-01 16:00:00,4331.567239999999,2025-10-05 03:00:00,4544.361089999999,4.912629498970906,long
2025-10-06 19:00:00,4716.68197,2025-10-09 11:00:00,4350.3353099999995,-7.767041796120927,long
2025-10-10 15:00:00,4284.630349999999,2025-10-10 20:00:00,3993.56244,-6.7933027174677845,long
2025-10-15 14:00:00,4059.2952399999995,2025-10-16 12:00:00,4057.7981400000003,-0.0368807862322302,long
2025-10-16 16:00:00,3911.0771699999996,2025-10-16 23:00:00,3861.57456,-1.2657027168809227,long
2025-10-21 05:00:00,3854.8509999999997,2025-10-22 19:00:00,3798.80739,-1.4538463354355249,long
2025-10-26 15:00:00,4070.9268599999996,2025-10-29 19:00:00,3913.9821,-3.8552586523256736,long
2025-11-03 03:00:00,3803.1793799999996,2025-11-03 14:00:00,3716.65962,-2.2749324014266996,long
2025-11-06 13:00:00,3352.8495,2025-11-07 13:00:00,3219.81696,-3.9677456444138044,long
2025-11-08 14:00:00,3400.2268299999996,2025-11-09 15:00:00,3503.5029900000004,3.0373314829705387,long
2025-11-09 22:00:00,3584.54096,2025-11-12 11:00:00,3530.9655,-1.494625409441555,long
2025-11-13 17:00:00,3330.9075799999996,2025-11-13 21:00:00,3168.47835,-4.876425601697408,long
2025-11-16 17:00:00,3064.65159,2025-11-18 01:00:00,3029.8271400000003,-1.1363265603709287,long
2025-11-19 16:00:00,2976.12315,2025-11-21 03:00:00,2779.87734,-6.594008383020027,long
2025-11-27 13:00:00,2994.2913,2025-11-30 13:00:00,3022.9640099999997,0.9575791774166986,long
2025-12-01 01:00:00,2839.2364,2025-12-01 04:00:00,2822.94423,-0.5738222431918506,long
2025-12-03 07:00:00,3070.2772099999997,2025-12-09 16:00:00,3242.63412,5.613724696865418,long
2025-12-10 20:00:00,3394.06067,2025-12-12 22:00:00,3078.1987200000003,-9.306314197382914,long
2025-12-14 12:00:00,3087.9248399999997,2025-12-14 23:00:00,3071.16576,-0.5427295309428504,long
2025-12-17 17:00:00,2867.1542899999995,2025-12-18 13:00:00,2868.36876,0.04235802740843832,long
2025-12-21 02:00:00,2970.49753,2025-12-21 10:00:00,3000.996,1.0267125184244896,long
2025-12-21 14:00:00,2953.4404899999995,2025-12-22 05:00:00,3037.12983,2.8336220175541955,long
2025-12-22 20:00:00,2983.42044,2025-12-24 23:00:00,2956.88016,-0.8895923499136326,long
2025-12-25 11:00:00,2923.36044,2025-12-28 01:00:00,2942.56449,0.6569169417918403,long
2025-12-29 07:00:00,3039.3963599999997,2025-12-30 09:00:00,2974.63239,-2.1308168573314927,long
